2.000703	703251
2.002497	605900
2.004288	569814
2.006082	519442
2.007873	538013
2.009667	615015
2.011458	668991
2.013252	629001
2.015043	554828
2.016837	514902
2.018628	505754
2.020422	533625
2.022213	544399
2.024007	501633
2.025798	482957
2.027592	528918
2.029383	567006
2.031177	533766
2.032968	493168
2.034762	512952
2.036553	539567
2.038347	571333
2.040138	609776
2.041932	581164
2.043723	496186
2.045517	435779
2.04731	429160
2.049102	469562
2.050895	520882
2.052687	512688
2.05448	463930
2.056272	430514
2.058065	412050
2.059857	416793
2.06165	459530
2.063442	508860
2.065235	503322
2.067027	482587
2.06882	492739
2.070612	491868
2.072405	478512
2.074197	458825
2.07599	449603
2.077782	479909
2.079575	529864
2.081367	540412
2.08316	477868
2.084952	418626
2.086745	440457
2.088537	463240
2.09033	410611
2.092123	375553
2.093915	402955
2.095708	416210
2.0975	406004
2.099293	402944
2.101085	416806
2.102878	446262
2.10467	453847
2.106463	428335
2.108255	428104
2.110048	461535
2.11184	473545
2.113633	457207
2.115425	435226
2.117218	427496
2.11901	414684
2.120803	387490
2.122595	394605
2.124388	446689
2.12618	493558
2.127973	471695
2.129765	428163
2.131558	425504
2.13335	423746
2.135143	459142
2.136937	503525
2.138728	439227
2.140522	355475
2.142313	387250
2.144107	440999
2.145898	421460
2.147692	411981
2.149483	434896
2.151277	443590
2.153068	424935
2.154862	389031
2.156653	378304
2.158447	402895
2.160238	409702
2.162032	355692
2.163823	291661
2.165617	298900
2.167408	363228
2.169202	390662
2.170993	355732
2.172787	340674
2.174578	395935
2.176372	418914
2.178163	367290
2.179957	350501
2.18175	343747
2.183542	317187
2.185335	337802
2.187127	372011
2.18892	380771
2.190712	380854
2.192505	398942
2.194297	415945
2.19609	401293
2.197882	409206
2.199675	447825
2.201467	454443
2.20326	415930
2.205052	381859
2.206845	373458
2.208637	364606
2.21043	367797
2.212222	382338
2.214015	377105
2.215807	377636
2.2176	399525
2.219392	400922
2.221185	395228
2.222977	395364
2.22477	372363
2.226563	360507
2.228355	363935
2.230148	347651
2.23194	354748
2.233733	395116
2.235525	406050
2.237318	391613
2.23911	385737
2.240903	362995
2.242695	319564
2.244488	311210
2.24628	357340
2.248073	411884
2.249865	422467
2.251658	400231
2.25345	379530
2.255243	361182
2.257035	357723
2.258828	345169
2.26062	320756
2.262413	325945
2.264205	334104
2.265998	339510
2.26779	356923
2.269583	359408
2.271377	345459
2.273168	322495
2.274962	299811
2.276753	322955
2.278547	372978
2.280338	394016
2.282132	393972
2.283923	370206
2.285717	364473
2.287508	399102
2.289302	387900
2.291093	340476
2.292887	323207
2.294678	334391
2.296472	367172
2.298263	386977
2.300057	372419
2.301848	373230
2.303642	397900
2.305433	400677
2.307227	373837
2.309018	351722
2.310812	354320
2.312603	352611
2.314397	338691
2.31619	355960
2.317982	374896
2.319775	354440
2.321567	319128
2.32336	302777
2.325152	336796
2.326945	359140
2.328737	333998
2.33053	329055
2.332322	350215
2.334115	369440
2.335907	369582
2.3377	365462
2.339492	371448
2.341285	347244
2.343077	318717
2.34487	320873
2.346662	328978
2.348455	349675
2.350247	353989
2.35204	348029
2.353832	364242
2.355625	347485
2.357417	325273
2.35921	336271
2.361003	329611
2.362795	310889
2.364588	335017
2.36638	366105
2.368173	355139
2.369965	347345
2.371758	339219
2.37355	331614
2.375343	368198
2.377135	378086
2.378928	324710
2.38072	290783
2.382513	283213
2.384305	244745
2.386098	175722
2.38789	118060
2.389683	84795
2.391475	87197
2.393268	126485
2.39506	169371
2.396853	197141
2.398645	194403
2.400438	176832
2.40223	172071
2.404023	166866
2.405817	154497
2.407608	156118
2.409402	172963
2.411193	179925
2.412987	177190
2.414778	164372
2.416572	149798
2.418363	147230
2.420157	128287
2.421948	120940
2.423742	146825
2.425533	149865
2.427327	130918
2.429118	118667
2.430912	117105
2.432703	120017
2.434497	115199
2.436288	103248
2.438082	98919
2.439873	108948
2.441667	130422
2.443458	149595
2.445252	145308
2.447043	125590
2.448837	105738
2.45063	98374
2.452422	104249
2.454215	114221
2.456007	117628
2.4578	111860
2.459592	119377
2.461385	127603
2.463177	108837
2.46497	95772
2.466762	107006
2.468555	111199
2.470347	97081
